ITEM ID  DE  LA MATRIZ ;Código ADN Clínico-Funcional ;MODELO;CLASIFICACIÓN GENERAL;AGRUPADOR;DISPARADOR (Actividad, Función, Cargo, Examen Médico, Sistema, Hallazgo Clínico, Laboratorio Clínico);SISTEMA;COMPONENTE;SUBCOMPONENTE O CARACTERÍSTICA ANATÓMICA/FISIOLÓGICA (CON LATERALIDAD);VALORACIÓN ESPECÍFICA;CONDICIÓN CLÍNICA MÉDICA;HALLAZGO ESPERADO;ACCIÓN RECOMENDADA;INTERPRETACIÓN CLÍNICA;SEGUIMIENTO POR ESPECIALISTA;ESTADO DE APTITUD LABORAL;ACCIÓN RECOMENDADA IA (PLN/NLP)
3126;MUSCSIS-03-033;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_muscular (2);sistema_musculo_esqueletico;sistema_muscular;fibromialgia/dolor_fatiga_cronica/no_aplica_lateralidad;Anamnesis de fatiga. Evaluación de puntos gatillo. Explorar la capacidad del trabajador para realizar esfuerzo físico.;Diagnostico/Fibromialgia/Sistema Muscular/No Aplica Lateralidad;Dolor generalizado a la palpación. Fatiga desproporcionada. El umbral de dolor es muy bajo.;Restringir el manejo de cargas. Limitar tareas físicamente demandantes. Enfoque en el manejo del dolor.;El dolor crónico y la fatiga limitan severamente la capacidad y la resistencia para realizar cualquier tipo de esfuerzo físico sostenido.;Reumatología, Fisiatría;Sí, con restricciones severas;Si tienes fibromialgia, el dolor y la fatiga pueden dificultar mucho el trabajo físico. Debes evitar tareas demandantes para cuidar tu cuerpo.
3127;SNERSIS-03-034;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_nervioso (1);sistema_muscular;sistema_nervioso;miastenia_gravis/fatiga_muscular/no_aplica_lateralidad;Anamnesis de fatiga muscular. Evaluación de la fuerza muscular después del ejercicio.;Diagnostico/Miastenia Gravis/Sistema Muscular/No Aplica Lateralidad;Debilidad fluctuante de los músculos. Empeora con la actividad.;Restricción de cualquier tarea que requiera esfuerzo físico sostenido. Remisión a neurología.;La fatiga muscular patológica de esta enfermedad hace imposible garantizar la resistencia para completar una tarea de esfuerzo de forma segura.;Neurología;No, para esta tarea;Si tienes Miastenia Gravis, no debes hacer esfuerzo físico. Tus músculos se cansan muy rápido y esto es peligroso. Debes ver a un neurólogo.
3128;MUSCSIS-03-035;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_oseo (1);sistema_musculo_esqueletico;sistema_oseo;osteoporosis_severa/fragilidad_osea/no_aplica_lateralidad;Anamnesis de fracturas por fragilidad. Densitometría ósea. Inspección de la postura.;Diagnostico/Osteoporosis severa/Sistema Oseo/No Aplica Lateralidad;Historial de fracturas con traumatismos mínimos. Baja estatura. Cifosis dorsal.;Restricción de levantamiento de cargas. Solicitar densitometría ósea. Tratamiento.;La carga axial sobre una columna con osteoporosis puede causar una fractura por compresión. Ocurre incluso con pesos moderados.;Endocrinología, Reumatología;No;Si tienes osteoporosis, es muy peligroso que levantes peso. El riesgo de fracturarte es muy alto. Debes seguir el tratamiento de tu médico.
3129;MUSCSIS-03-036;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_propioceptivo (1);sistema_musculo_esqueletico;sistema_propioceptivo;sensacion_inestabilidad_subjetiva/post_lesion_ligamentos/no_aplica_lateralidad;Evaluación de la estabilidad. Pruebas funcionales (sentadillas, saltos).;Diagnostico/Sensacion de inestabilidad subjetiva/Sistema Propioceptivo/No Aplica Lateralidad;"Reporte del trabajador de ""no sentir la rodilla segura"". Miedo a que falle. El equilibrio está afectado.";Validar con pruebas funcionales. Si la inseguridad persiste, iniciar rehabilitación propioceptiva.;La propiocepción alterada es un limitante. Causa inhibición de los reflejos de protección. Es tan limitante como una inestabilidad mecánica.;Fisioterapia, Ortopedia;Sí, con rehabilitación;Si no sientes segura tu rodilla después de una lesión, necesitas rehabilitación para recuperar tu equilibrio y confianza. Es importante que un fisioterapeuta te guíe.
3130;VASCSIS-03-037;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_vascular (2);sistema_vascular;sistema_vascular;aneurisma_aorta_abdominal/masa_pulsatil_riesgo_ruptura/no_aplica_lateralidad;Palpación abdominal. Evaluación de la historia clínica.;Diagnostico/Aneurisma de Aorta Abdominal/Sistema Vascular/No Aplica Lateralidad;Masa pulsátil palpable. Historial conocido. Es un hallazgo infrecuente pero crítico.;Prohibición estricta de cualquier maniobra de Valsalva o levantamiento de peso. Remisión urgente a cirugía vascular.;El aumento de la presión abdominal al levantar peso puede provocar la ruptura de un aneurisma. Esto es un evento catastrófico con alta mortalidad.;Cirugía Vascular;No;Si tienes un aneurisma en la aorta, no puedes levantar peso ni hacer esfuerzos. El riesgo de una ruptura es muy alto. Es una emergencia que necesita atención urgente.
3131;VASCSIS-03-038;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;sistema_vascular (2);sistema_vascular;sistema_vascular;aneurisma_aorta_abdominal/masa_pulsatil_riesgo_ruptura/no_aplica_lateralidad;Palpación abdominal. Evaluación de la historia clínica.;Diagnostico/Aneurisma de Aorta Abdominal/Sistema Vascular/No Aplica Lateralidad;Masa pulsátil palpable. Historial conocido. Es un hallazgo infrecuente pero crítico.;Prohibición estricta de cualquier maniobra de Valsalva o levantamiento de peso. Remisión urgente a cirugía vascular.;El aumento de la presión abdominal al levantar peso puede provocar la ruptura de un aneurisma. Esto es un evento catastrófico con alta mortalidad.;Cirugía Vascular;No;Si tienes un aneurisma en la aorta, no puedes levantar peso ni hacer esfuerzos. El riesgo de una ruptura es muy alto. Es una emergencia que necesita atención urgente.
3132;SVISVIS-03-039;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico / Levantamiento de Cargas;vision_periferica (1);sistema_visual;vision_periferica;heminopsia_reduccion_campo_visual/dificultad_obstaculos/no_aplica_lateralidad;Campimetría por confrontación. Evaluación de la agudeza visual.;Diagnostico/Hemianopsia u otra reduccion de campo visual/Vision/No Aplica Lateralidad;Incapacidad para detectar objetos o personas. Ocurre por un lado.;Restringir el transporte de cargas en entornos dinámicos o concurridos. Reubicación en un puesto seguro.;La falta de visión periférica impide detectar peligros en el entorno. Esto aumenta el riesgo de colisiones, tropezones y caídas.;Oftalmología, Neurología;Sí, con restricciones de entorno;Si tienes un problema de visión periférica, es peligroso cargar objetos en lugares con mucho movimiento. Debes evitar estos entornos para no tener accidentes.
3133;OSTSART-04-001;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación (1);sistema_osteoarticular;articulación;articulación/artritis_gotosa/derecha;Anamnesis de crisis articulares. Búsqueda de tofos en orejas, codos o pies. Análisis de sangre para medir el ácido úrico.;Diagnóstico/Artritis_gotosa_gota/Articulación/Derecha;Historia de ataques súbitos de dolor articular con gran inflamación. Se observa enrojecimiento, calor e hinchazón en la articulación afectada. La concentración de ácido úrico en sangre es elevada.;Recomendar adherencia estricta al tratamiento para mantener bajos los niveles de ácido úrico. Durante una crisis, la incapacidad para el trabajo físico es absoluta. Se recomienda reposo de la articulación.;Durante una crisis de gota, el dolor es tan intenso que el apoyo o movimiento de la articulación afectada es imposible. El trabajo físico está contraindicado hasta que la crisis se resuelva.;Reumatología;Apto (si está controlado) / No Apto (en crisis);Si tienes un ataque de gota, el dolor en tu articulación es tan fuerte que no puedes trabajar. Debes tomar tus medicamentos para controlar el ácido úrico y evitar futuras crisis. Cuando te sientas bien, puedes volver a trabajar.
3134;OSTSDEF-04-002;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_hombro (2);sistema_osteoarticular;articulación_hombro;articulación_glenohumeral/pinzamiento/derecha;Evaluación de arcos de movilidad, pruebas de pinzamiento de Neer y Hawkins, pruebas de fuerza del manguito rotador y escápula.;Diagnóstico/Déficit_biomecánico_pinzamiento/Hombro/Derecha;Arco doloroso en abducción. Debilidad para la rotación externa contra resistencia. Positividad en las pruebas de pinzamiento de Neer y Hawkins.;Restringir el levantamiento de objetos por encima de la altura de los hombros. Evitar movimientos repetitivos de alcance. Iniciar plan de rehabilitación para el manguito rotador.;El compromiso biomecánico en el hombro derecho limita la capacidad para tareas de alcance y carga en altura. La actividad sin modificación aumenta el riesgo de rotura tendinosa y dolor incapacitante.;Ortopedia, Fisiatría;Apto con restricciones;Tienes un problema en tu hombro derecho que te causa dolor al levantar el brazo. Debes evitar levantar cosas pesadas por encima de la cabeza y hacer ejercicios de fortalecimiento en terapia.
3135;OSTSDEF-04-003;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_hombro (2);sistema_osteoarticular;articulación_hombro;articulación_glenohumeral/pinzamiento/izquierda;Evaluación de arcos de movilidad, pruebas de pinzamiento de Neer y Hawkins, pruebas de fuerza del manguito rotador y escápula.;Diagnóstico/Déficit_biomecánico_pinzamiento/Hombro/Izquierda;Arco doloroso en abducción. Debilidad para la rotación externa contra resistencia. Positividad en las pruebas de pinzamiento de Neer y Hawkins.;Restringir el levantamiento de objetos por encima de la altura de los hombros. Evitar movimientos repetitivos de alcance. Iniciar plan de rehabilitación para el manguito rotador.;El compromiso biomecánico en el hombro izquierdo limita la capacidad para tareas de alcance y carga en altura. La actividad sin modificación aumenta el riesgo de rotura tendinosa y dolor incapacitante.;Ortopedia, Fisiatría;Apto con restricciones;Tienes un problema en tu hombro izquierdo que te causa dolor al levantar el brazo. Debes evitar levantar cosas pesadas por encima de la cabeza y hacer ejercicios de fortalecimiento en terapia.
3136;OSTSART-04-004;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_hombro (2);sistema_osteoarticular;articulación_hombro;articulación_acromioclavicular/artrosis/derecha;Palpación de la articulación y prueba de aducción cruzada (cross-body adduction). Medición del rango de movimiento activo y pasivo.;Diagnóstico/Artrosis_acromioclavicular/Hombro/Derecha;Dolor localizado en la articulación acromioclavicular. Dolor provocado al llevar el brazo hacia el hombro contrario. Dolor con los movimientos de alcance por encima del hombro o el pecho.;Evitar movimientos que lleven el brazo a través del pecho o por encima de la cabeza. Considerar manejo analgésico y valorar la necesidad de infiltración. Fortalecimiento del hombro y la escápula.;El dolor de la artrosis acromioclavicular derecha limita la manipulación de cargas a nivel del pecho y por encima de la cabeza. Esto restringe la capacidad de realizar ciertas tareas laborales.;Ortopedia;Apto con restricciones;Si tienes dolor en la parte superior del hombro derecho, evita cargar cosas pesadas y estirar el brazo por encima de tu cabeza. El ortopedista te dará opciones para controlar el dolor y mantener tu hombro sano.
3137;OSTSART-04-005;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_hombro (2);sistema_osteoarticular;articulación_hombro;articulación_acromioclavicular/artrosis/izquierda;Palpación de la articulación y prueba de aducción cruzada (cross-body adduction). Medición del rango de movimiento activo y pasivo.;Diagnóstico/Artrosis_acromioclavicular/Hombro/Izquierda;Dolor localizado en la articulación acromioclavicular. Dolor provocado al llevar el brazo hacia el hombro contrario. Dolor con los movimientos de alcance por encima del hombro o el pecho.;Evitar movimientos que lleven el brazo a través del pecho o por encima de la cabeza. Considerar manejo analgésico y valorar la necesidad de infiltración. Fortalecimiento del hombro y la escápula.;El dolor de la artrosis acromioclavicular izquierda limita la manipulación de cargas a nivel del pecho y por encima de la cabeza. Esto restringe la capacidad de realizar ciertas tareas laborales.;Ortopedia;Apto con restricciones;Si tienes dolor en la parte superior del hombro izquierdo, evita cargar cosas pesadas y estirar el brazo por encima de tu cabeza. El ortopedista te dará opciones para controlar el dolor y mantener tu hombro sano.
3138;OSTSHAL-04-006;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_metatarsofalángica (2);sistema_osteoarticular;articulación_metatarsofalángica;articulación_metatarsofalángica/hallux_valgus/derecha;Inspección del pie. Evaluación del dolor a la movilidad del primer dedo del pie. Palpación de bursa medial para identificar inflamación.;Diagnóstico/Hallux_valgus_severo/Pie/Derecha;Deformidad evidente del primer dedo. Inflamación y dolor en la bursa. Dolor a la movilización del dedo que se agrava con el uso de calzado de seguridad.;Recomendar uso de calzado de horma ancha y protectores de silicona. Valoración por ortopedia para considerar manejo quirúrgico si el dolor es incapacitante y no mejora con medidas conservadoras.;El dolor por un juanete inflamado en un zapato de seguridad puede ser insoportable. Esto limita la capacidad para estar de pie y caminar durante la jornada laboral.;Ortopedia de Pie y Tobillo;Apto con restricciones de calzado;El juanete de tu pie derecho te causa dolor al usar calzado de seguridad. Debes usar zapatos de horma ancha y protectores de silicona. Es importante que un especialista evalúe si necesitas cirugía.
3139;OSTSHAL-04-007;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_metatarsofalángica (2);sistema_osteoarticular;articulación_metatarsofalángica;articulación_metatarsofalángica/hallux_valgus/izquierda;Inspección del pie. Evaluación del dolor a la movilidad del primer dedo del pie. Palpación de bursa medial para identificar inflamación.;Diagnóstico/Hallux_valgus_severo/Pie/Izquierda;Deformidad evidente del primer dedo. Inflamación y dolor en la bursa. Dolor a la movilización del dedo que se agrava con el uso de calzado de seguridad.;Recomendar uso de calzado de horma ancha y protectores de silicona. Valoración por ortopedia para considerar manejo quirúrgico si el dolor es incapacitante y no mejora con medidas conservadoras.;El dolor por un juanete inflamado en un zapato de seguridad puede ser insoportable. Esto limita la capacidad para estar de pie y caminar durante la jornada laboral.;Ortopedia de Pie y Tobillo;Apto con restricciones de calzado;El juanete de tu pie izquierdo te causa dolor al usar calzado de seguridad. Debes usar zapatos de horma ancha y protectores de silicona. Es importante que un especialista evalúe si necesitas cirugía.
3140;OSTSART-04-008;3;Factores de Riesgo Físico y Sensorial;Esfuerzo Físico Repetido;articulación_muñeca (2);sistema_osteoarticular;articulación_muñeca;articulación_radiocarpiana/artrosis/derecha;Evaluación de rangos de movimiento, palpación de la interlínea articular y de las deformidades óseas. Valoración de la fuerza de agarre con dinamómetro y pruebas de apoyo.;Diagnóstico/Artrosis_radiocarpiana/Muñeca/Derecha;Crepitación, dolor al final del rango de movimiento. Disminución dolorosa de la flexoextensión de la muñeca. La articulación presenta una disminución en la fuerza de apoyo.;Evitar actividades que requieran apoyo sobre la muñeca extendida o el levantamiento de cargas con agarre forzado. Uso de muñequera de soporte. Fisioterapia para control del dolor y la movilidad.;La artrosis en la muñeca derecha limita la función de apoyo de la mano. Tareas que implican empujar o levantarse con las manos pueden ser muy dolorosas. Esto incapacita para tareas que exigen fuerza de agarre.;Ortopedia de Mano;Apto con restricciones;Si tienes dolor en tu muñeca derecha al apoyarte o al agarrar cosas, es posible que tengas un desgaste. Debes evitar esas actividades y usar una muñequera. Un ortopedista te puede ayudar a manejar el dolor.
